chrom	start	end	cell	BAF
chr1	0	500000	cell112	0.27551
chr1	0	500000	cell113	0.3
chr1	0	500000	cell114	0.33728
chr1	0	500000	cell115	0.375
chr1	0	500000	cell116	0.44218
chr1	0	500000	cell117	0.47934
chr1	0	500000	cell118	0.3681
chr1	0	500000	cell119	0.33333
chr1	0	500000	cell120	0.375
chr1	0	500000	cell121	0.36313
chr1	0	500000	cell122	0.34545
chr1	0	500000	cell123	0.39865
chr1	0	500000	cell124	0.31902
chr1	0	500000	cell125	0.32292
chr1	0	500000	cell126	0.38542
chr1	0	500000	cell127	0.37297
chr1	0	500000	cell128	0.43158
chr1	0	500000	cell129	0.32
chr1	0	500000	cell130	0.37198
chr1	0	500000	cell131	0.43529
chr1	0	500000	cell132	0.3301
chr1	0	500000	cell133	0.34831
chr1	0	500000	cell134	0.49091
chr1	0	500000	cell135	0.49438
chr1	0	500000	cell136	0.33889
chr1	0	500000	cell137	0.38365
chr1	0	500000	cell138	0.27215
chr1	0	500000	cell139	0.35266
chr1	0	500000	cell140	0.33641
chr1	0	500000	cell141	0.36242
chr1	0	500000	cell142	0.3125
chr1	0	500000	cell143	0.47619
chr1	0	500000	cell144	0.26549
chr1	0	500000	cell145	0.39655
chr1	0	500000	cell146	0.3871
chr1	0	500000	cell147	0.32692
chr1	0	500000	cell148	0.37121
chr1	0	500000	cell149	0.46491
chr1	0	500000	cell150	0.35955
chr1	0	500000	cell151	0.29592
chr1	0	500000	cell152	0.30233
chr1	0	500000	cell153	0.34146
chr1	0	500000	cell154	0.32597
chr1	0	500000	cell155	0.46739
chr1	0	500000	cell156	0.3617
chr1	0	500000	cell157	0.27317
chr1	0	500000	cell158	0.4875
chr1	0	500000	cell159	0.248
chr1	0	500000	cell160	0.44776
chr1	0	500000	cell161	0.34375
chr1	0	500000	cell162	0.37654
chr1	0	500000	cell163	0.36154
chr1	0	500000	cell164	0.34239
chr1	0	500000	cell165	0.496
chr1	0	500000	cell166	0.31169
chr1	0	500000	cell167	0.29839
chr1	0	500000	cell168	0.27451
chr1	0	500000	cell169	0.34112
chr1	0	500000	cell170	0.44565
chr1	0	500000	cell171	0.47967
chr1	0	500000	cell172	0.32386
chr1	0	500000	cell173	0.30488
chr1	0	500000	cell174	0.31333
chr1	0	500000	cell175	0.32819
chr1	0	500000	cell176	0.41848
chr1	0	500000	cell177	0.40367
chr1	0	500000	cell178	0.34503
chr1	0	500000	cell179	0.40513
chr1	0	500000	cell180	0.47674
chr1	0	500000	cell181	0.35256
chr1	0	500000	cell182	0.3125
chr1	0	500000	cell183	0.30189
chr1	0	500000	cell184	0.29752
chr1	0	500000	cell185	0.25234
chr1	0	500000	cell186	0.30488
chr1	0	500000	cell187	0.41129
chr1	0	500000	cell188	0.30328
chr1	0	500000	cell189	0.35345
chr1	0	500000	cell190	0.32075
chr1	0	500000	cell191	0.47945
chr1	0	500000	cell192	0.24786
chr1	0	500000	cell193	0.31973
chr1	0	500000	cell194	0.37584
chr1	0	500000	cell195	0.44776
chr1	0	500000	cell196	0.3354
chr1	0	500000	cell197	0.35165
chr1	0	500000	cell198	0.39175
chr1	0	500000	cell199	0.34409
chr1	500000	1000000	cell0	0.34314
chr1	500000	1000000	cell1	0.31481
chr1	500000	1000000	cell2	0.32353
chr1	500000	1000000	cell3	0.34459
chr1	500000	1000000	cell4	0.22892
chr1	500000	1000000	cell5	0.48305
chr1	500000	1000000	cell6	0.45045
chr1	500000	1000000	cell7	0.23077
chr1	500000	1000000	cell8	0.37589
chr1	500000	1000000	cell9	0.3481
chr1	500000	1000000	cell10	0.30968
chr1	500000	1000000	cell11	0.3871
chr1	500000	1000000	cell12	0.42105
chr1	500000	1000000	cell13	0.40789
chr1	500000	1000000	cell14	0.29371
chr1	500000	1000000	cell15	0.49333
chr1	500000	1000000	cell16	0.28767
chr1	500000	1000000	cell17	0.38971
chr1	500000	1000000	cell18	0.36923
chr1	500000	1000000	cell19	0.30872
chr1	500000	1000000	cell20	0.44444
chr1	500000	1000000	cell21	0.325
chr1	500000	1000000	cell22	0.30667
chr1	500000	1000000	cell23	0.47799
chr1	500000	1000000	cell24	0.45614
chr1	500000	1000000	cell25	0.44538
chr1	500000	1000000	cell26	0.32653
chr1	500000	1000000	cell27	0.32759
chr1	500000	1000000	cell28	0.34043
chr1	500000	1000000	cell29	0.34783
chr1	500000	1000000	cell30	0.5
chr1	500000	1000000	cell31	0.49451
chr1	500000	1000000	cell32	0.34728
chr1	500000	1000000	cell33	0.46923
chr1	500000	1000000	cell34	0.33529
chr1	500000	1000000	cell35	0.33654
chr1	500000	1000000	cell36	0.28729
chr1	500000	1000000	cell37	0.44961
chr1	500000	1000000	cell38	0.30233
chr1	500000	1000000	cell39	0.33784
chr1	500000	1000000	cell40	0.31746
chr1	500000	1000000	cell41	0.35882
chr1	500000	1000000	cell42	0.5
chr1	500000	1000000	cell43	0.4386
chr1	500000	1000000	cell44	0.45161
chr1	500000	1000000	cell45	0.30693
chr1	500000	1000000	cell46	0.45098
chr1	500000	1000000	cell47	0.49342
chr1	500000	1000000	cell48	0.36612
chr1	500000	1000000	cell49	0.36735
chr1	500000	1000000	cell50	0.31915
chr1	500000	1000000	cell51	0.31633
chr1	500000	1000000	cell52	0.46377
chr1	500000	1000000	cell53	0.5
chr1	500000	1000000	cell54	0.35758
chr1	500000	1000000	cell55	0.29167
chr1	500000	1000000	cell56	0.35965
chr1	500000	1000000	cell57	0.49383
chr1	500000	1000000	cell58	0.2619
chr1	500000	1000000	cell59	0.30894
chr1	500000	1000000	cell60	0.28169
chr1	500000	1000000	cell61	0.31841
chr1	500000	1000000	cell62	0.46957
chr1	500000	1000000	cell63	0.44231
chr1	500000	1000000	cell64	0.33758
chr1	500000	1000000	cell65	0.30573
chr1	500000	1000000	cell66	0.48905
chr1	500000	1000000	cell67	0.47586
chr1	500000	1000000	cell68	0.4186
chr1	500000	1000000	cell69	0.2906
chr1	500000	1000000	cell70	0.42574
chr1	500000	1000000	cell71	0.40678
chr1	500000	1000000	cell72	0.30841
chr1	500000	1000000	cell73	0.31677
chr1	500000	1000000	cell74	0.38857
chr1	500000	1000000	cell75	0.49398
chr1	500000	1000000	cell76	0.35503
chr1	500000	1000000	cell77	0.37255
chr1	500000	1000000	cell78	0.48387
chr1	500000	1000000	cell79	0.33766
chr1	500000	1000000	cell80	0.46667
chr1	500000	1000000	cell81	0.31858
chr1	500000	1000000	cell82	0.46809
chr1	500000	1000000	cell83	0.38211
chr1	500000	1000000	cell84	0.3913
chr1	500000	1000000	cell85	0.34857
chr1	500000	1000000	cell86	0.35644
chr1	500000	1000000	cell87	0.26316
chr1	500000	1000000	cell88	0.43972
chr1	500000	1000000	cell89	0.40196
chr1	500000	1000000	cell90	0.18919
chr1	500000	1000000	cell91	0.32955
chr1	500000	1000000	cell92	0.32571
chr1	500000	1000000	cell93	0.39394
chr1	500000	1000000	cell94	0.47619
chr1	500000	1000000	cell95	0.30818
chr1	500000	1000000	cell96	0.29167
chr1	500000	1000000	cell97	0.31707
chr1	500000	1000000	cell98	0.30877
chr1	500000	1000000	cell99	0.33824
chr1	500000	1000000	cell100	0.39726
chr1	500000	1000000	cell101	0.32599
chr1	500000	1000000	cell102	0.46341
chr1	500000	1000000	cell103	0.36567
chr1	500000	1000000	cell104	0.34562
chr1	500000	1000000	cell105	0.30588
chr1	500000	1000000	cell106	0.4881
chr1	500000	1000000	cell107	0.31111
chr1	500000	1000000	cell108	0.45714
chr1	500000	1000000	cell109	0.3642
chr1	500000	1000000	cell110	0.47475
chr1	500000	1000000	cell111	0.36129
chr1	500000	1000000	cell112	0.37113
chr1	500000	1000000	cell113	0.40678
chr1	500000	1000000	cell114	0.39706
chr1	500000	1000000	cell115	0.30909
chr1	500000	1000000	cell116	0.49558
chr1	500000	1000000	cell117	0.47899
chr1	500000	1000000	cell118	0.32867
chr1	500000	1000000	cell119	0.38068
chr1	500000	1000000	cell120	0.34307
chr1	500000	1000000	cell121	0.31325
chr1	500000	1000000	cell122	0.30973
chr1	500000	1000000	cell123	0.31618
chr1	500000	1000000	cell124	0.40506
chr1	500000	1000000	cell125	0.34682
chr1	500000	1000000	cell126	0.48315
chr1	500000	1000000	cell127	0.28144
chr1	500000	1000000	cell128	0.45205
chr1	500000	1000000	cell129	0.30464
chr1	500000	1000000	cell130	0.34568
chr1	500000	1000000	cell131	0.3
chr1	500000	1000000	cell132	0.36667
chr1	500000	1000000	cell133	0.32143
chr1	500000	1000000	cell134	0.48649
chr1	500000	1000000	cell135	0.41333
chr1	500000	1000000	cell136	0.34857
chr1	500000	1000000	cell137	0.3
chr1	500000	1000000	cell138	0.35766
chr1	500000	1000000	cell139	0.31053
chr1	500000	1000000	cell140	0.375
chr1	500000	1000000	cell141	0.28571
chr1	500000	1000000	cell142	0.35294
chr1	500000	1000000	cell143	0.46667
chr1	500000	1000000	cell144	0.33929
chr1	500000	1000000	cell145	0.4902
chr1	500000	1000000	cell146	0.3617
chr1	500000	1000000	cell147	0.375
chr1	500000	1000000	cell148	0.30147
chr1	500000	1000000	cell149	0.45299
chr1	500000	1000000	cell150	0.42009
chr1	500000	1000000	cell151	0.26744
chr1	500000	1000000	cell152	0.25503
chr1	500000	1000000	cell153	0.31429
chr1	500000	1000000	cell154	0.3
chr1	500000	1000000	cell155	0.45652
chr1	500000	1000000	cell156	0.3012
chr1	500000	1000000	cell157	0.34123
chr1	500000	1000000	cell158	0.48718
chr1	500000	1000000	cell159	0.31405
chr1	500000	1000000	cell160	0.5
chr1	500000	1000000	cell161	0.3871
chr1	500000	1000000	cell162	0.36424
chr1	500000	1000000	cell163	0.34127
chr1	500000	1000000	cell164	0.375
chr1	500000	1000000	cell165	0.44681
chr1	500000	1000000	cell166	0.35323
chr1	500000	1000000	cell167	0.36508
chr1	500000	1000000	cell168	0.28723
chr1	500000	1000000	cell169	0.26036
chr1	500000	1000000	cell170	0.48958
chr1	500000	1000000	cell171	0.42446
chr1	500000	1000000	cell172	0.26667
chr1	500000	1000000	cell173	0.36232
chr1	500000	1000000	cell174	0.24306
chr1	500000	1000000	cell175	0.31349
chr1	500000	1000000	cell176	0.40645
chr1	500000	1000000	cell177	0.28777
chr1	500000	1000000	cell178	0.25676
chr1	500000	1000000	cell179	0.34951
chr1	500000	1000000	cell180	0.43548
chr1	500000	1000000	cell181	0.24324
chr1	500000	1000000	cell182	0.36054
chr1	500000	1000000	cell183	0.30323
chr1	500000	1000000	cell184	0.5
chr1	500000	1000000	cell185	0.32692
chr1	500000	1000000	cell186	0.31183
chr1	500000	1000000	cell187	0.25743
chr1	500000	1000000	cell188	0.25362
chr1	500000	1000000	cell189	0.35659
chr1	500000	1000000	cell190	0.32068
chr1	500000	1000000	cell191	0.45802
chr1	500000	1000000	cell192	0.36111
chr1	500000	1000000	cell193	0.30435
chr1	500000	1000000	cell194	0.2803
chr1	500000	1000000	cell195	0.43023
chr1	500000	1000000	cell196	0.24265
chr1	500000	1000000	cell197	0.2622
chr1	500000	1000000	cell198	0.43038
chr1	500000	1000000	cell199	0.36095
chr1	1000000	1500000	cell0	0.34579
chr1	1000000	1500000	cell1	0.36634
chr1	1000000	1500000	cell2	0.31847
chr1	1000000	1500000	cell3	0.34225
chr1	1000000	1500000	cell4	0.29787
chr1	1000000	1500000	cell5	0.49606
chr1	1000000	1500000	cell6	0.49541
chr1	1000000	1500000	cell7	0.31522
chr1	1000000	1500000	cell8	0.26549
chr1	1000000	1500000	cell9	0.31667
chr1	1000000	1500000	cell10	0.27143
chr1	1000000	1500000	cell11	0.40449
chr1	1000000	1500000	cell12	0.4026
chr1	1000000	1500000	cell13	0.49451
chr1	1000000	1500000	cell14	0.33133
chr1	1000000	1500000	cell15	0.46358
chr1	1000000	1500000	cell16	0.40299
chr1	1000000	1500000	cell17	0.29932
chr1	1000000	1500000	cell18	0.31544
chr1	1000000	1500000	cell19	0.31579
chr1	1000000	1500000	cell20	0.47619
chr1	1000000	1500000	cell21	0.36264
chr1	1000000	1500000	cell22	0.32484
chr1	1000000	1500000	cell23	0.48901
chr1	1000000	1500000	cell24	0.40385
chr1	1000000	1500000	cell25	0.40777
chr1	1000000	1500000	cell26	0.35252
chr1	1000000	1500000	cell27	0.31452
chr1	1000000	1500000	cell28	0.42105
chr1	1000000	1500000	cell29	0.34646
chr1	1000000	1500000	cell30	0.47445
chr1	1000000	1500000	cell31	0.42478
chr1	1000000	1500000	cell32	0.32314
chr1	1000000	1500000	cell33	0.4965
chr1	1000000	1500000	cell34	0.30769
chr1	1000000	1500000	cell35	0.30677
chr1	1000000	1500000	cell36	0.33939
chr1	1000000	1500000	cell37	0.49635
chr1	1000000	1500000	cell38	0.33333
chr1	1000000	1500000	cell39	0.36641
chr1	1000000	1500000	cell40	0.30252
chr1	1000000	1500000	cell41	0.34703
chr1	1000000	1500000	cell42	0.46154
chr1	1000000	1500000	cell43	0.47107
chr1	1000000	1500000	cell44	0.48039
chr1	1000000	1500000	cell45	0.33493
chr1	1000000	1500000	cell46	0.48361
chr1	1000000	1500000	cell47	0.4507
chr1	1000000	1500000	cell48	0.33537
chr1	1000000	1500000	cell49	0.36792
chr1	1000000	1500000	cell50	0.35211
chr1	1000000	1500000	cell51	0.28571
chr1	1000000	1500000	cell52	0.43038
chr1	1000000	1500000	cell53	0.48052
chr1	1000000	1500000	cell54	0.3237
chr1	1000000	1500000	cell55	0.28972
chr1	1000000	1500000	cell56	0.33333
chr1	1000000	1500000	cell57	0.4717
chr1	1000000	1500000	cell58	0.3253
chr1	1000000	1500000	cell59	0.34579
chr1	1000000	1500000	cell60	0.3931
chr1	1000000	1500000	cell61	0.36257
chr1	1000000	1500000	cell62	0.47321
chr1	1000000	1500000	cell63	0.28169
chr1	1000000	1500000	cell64	0.28571
chr1	1000000	1500000	cell65	0.29605
chr1	1000000	1500000	cell66	0.45361
chr1	1000000	1500000	cell67	0.44444
chr1	1000000	1500000	cell68	0.3587
chr1	1000000	1500000	cell69	0.35514
chr1	1000000	1500000	cell70	0.45133
chr1	1000000	1500000	cell71	0.36364
chr1	1000000	1500000	cell72	0.29864
chr1	1000000	1500000	cell73	0.27211
chr1	1000000	1500000	cell74	0.33498
chr1	1000000	1500000	cell75	0.4881
chr1	1000000	1500000	cell76	0.33714
chr1	1000000	1500000	cell77	0.34615
chr1	1000000	1500000	cell78	0.4898
chr1	1000000	1500000	cell79	0.34375
chr1	1000000	1500000	cell80	0.49038
chr1	1000000	1500000	cell81	0.33071
chr1	1000000	1500000	cell82	0.44554
chr1	1000000	1500000	cell83	0.29008
chr1	1000000	1500000	cell84	0.31288
chr1	1000000	1500000	cell85	0.32203
chr1	1000000	1500000	cell86	0.29204
chr1	1000000	1500000	cell87	0.27703
chr1	1000000	1500000	cell88	0.42963
chr1	1000000	1500000	cell89	0.30631
chr1	1000000	1500000	cell90	0.4
chr1	1000000	1500000	cell91	0.32639
chr1	1000000	1500000	cell92	0.37755
chr1	1000000	1500000	cell93	0.31757
chr1	1000000	1500000	cell94	0.4965
chr1	1000000	1500000	cell95	0.34197
chr1	1000000	1500000	cell96	0.27895
chr1	1000000	1500000	cell97	0.39429
chr1	1000000	1500000	cell98	0.34082
chr1	1000000	1500000	cell99	0.37226
chr1	1000000	1500000	cell100	0.28571
chr1	1000000	1500000	cell101	0.32143
chr1	1000000	1500000	cell102	0.46914
chr1	1000000	1500000	cell103	0.33117
chr1	1000000	1500000	cell104	0.30622
chr1	1000000	1500000	cell105	0.29787
chr1	1000000	1500000	cell106	0.4697
chr1	1000000	1500000	cell107	0.4
chr1	1000000	1500000	cell108	0.4321
chr1	1000000	1500000	cell109	0.28659
chr1	1000000	1500000	cell110	0.42857
chr1	1000000	1500000	cell111	0.35065
chr1	1000000	1500000	cell112	0.38614
chr1	1000000	1500000	cell113	0.38462
chr1	1000000	1500000	cell114	0.38095
chr1	1000000	1500000	cell115	0.27778
chr1	1000000	1500000	cell116	0.46296
chr1	1000000	1500000	cell117	0.46667
chr1	1000000	1500000	cell118	0.39394
chr1	1000000	1500000	cell119	0.36269
chr1	1000000	1500000	cell120	0.32099
chr1	1000000	1500000	cell121	0.34132
chr1	1000000	1500000	cell122	0.30252
chr1	1000000	1500000	cell123	0.35862
chr1	1000000	1500000	cell124	0.34437
chr1	1000000	1500000	cell125	0.32386
chr1	1000000	1500000	cell126	0.45238
chr1	1000000	1500000	cell127	0.30168
chr1	1000000	1500000	cell128	0.5
chr1	1000000	1500000	cell129	0.33333
chr1	1000000	1500000	cell130	0.3237
chr1	1000000	1500000	cell131	0.22535
chr1	1000000	1500000	cell132	0.35644
chr1	1000000	1500000	cell133	0.32911
chr1	1000000	1500000	cell134	0.44681
chr1	1000000	1500000	cell135	0.44706
chr1	1000000	1500000	cell136	0.37234
chr1	1000000	1500000	cell137	0.33813
chr1	1000000	1500000	cell138	0.33544
chr1	1000000	1500000	cell139	0.32105
chr1	1000000	1500000	cell140	0.34375
chr1	1000000	1500000	cell141	0.2585
chr1	1000000	1500000	cell142	0.35965
chr1	1000000	1500000	cell143	0.47573
chr1	1000000	1500000	cell144	0.344
chr1	1000000	1500000	cell145	0.42105
chr1	1000000	1500000	cell146	0.33636
chr1	1000000	1500000	cell147	0.32039
chr1	1000000	1500000	cell148	0.38843
chr1	1000000	1500000	cell149	0.40517
chr1	1000000	1500000	cell150	0.28636
chr1	1000000	1500000	cell151	0.37634
chr1	1000000	1500000	cell152	0.33553
chr1	1000000	1500000	cell153	0.27273
chr1	1000000	1500000	cell154	0.32386
chr1	1000000	1500000	cell155	0.48148
chr1	1000000	1500000	cell156	0.375
chr1	1000000	1500000	cell157	0.29756
chr1	1000000	1500000	cell158	0.46341
chr1	1000000	1500000	cell159	0.27559
chr1	1000000	1500000	cell160	0.40845
chr1	1000000	1500000	cell161	0.24528
chr1	1000000	1500000	cell162	0.32143
chr1	1000000	1500000	cell163	0.33333
chr1	1000000	1500000	cell164	0.31333
chr1	1000000	1500000	cell165	0.48214
chr1	1000000	1500000	cell166	0.35821
chr1	1000000	1500000	cell167	0.34532
chr1	1000000	1500000	cell168	0.3211
chr1	1000000	1500000	cell169	0.28718
chr1	1000000	1500000	cell170	0.48684
chr1	1000000	1500000	cell171	0.45736
chr1	1000000	1500000	cell172	0.27778
chr1	1000000	1500000	cell173	0.31387
chr1	1000000	1500000	cell174	0.41718
chr1	1000000	1500000	cell175	0.32468
chr1	1000000	1500000	cell176	0.42
chr1	1000000	1500000	cell177	0.34132
chr1	1000000	1500000	cell178	0.2994
chr1	1000000	1500000	cell179	0.30208
chr1	1000000	1500000	cell180	0.45333
chr1	1000000	1500000	cell181	0.34
chr1	1000000	1500000	cell182	0.33562
chr1	1000000	1500000	cell183	0.31544
chr1	1000000	1500000	cell184	0.33636
chr1	1000000	1500000	cell185	0.31959
chr1	1000000	1500000	cell186	0.36047
chr1	1000000	1500000	cell187	0.35185
chr1	1000000	1500000	cell188	0.29371
chr1	1000000	1500000	cell189	0.35
chr1	1000000	1500000	cell190	0.34783
chr1	1000000	1500000	cell191	0.47857
chr1	1000000	1500000	cell192	0.36364
chr1	1000000	1500000	cell193	0.33544
chr1	1000000	1500000	cell194	0.27358
chr1	1000000	1500000	cell195	0.49425
chr1	1000000	1500000	cell196	0.30921
chr1	1000000	1500000	cell197	0.32973
chr1	1000000	1500000	cell198	0.48421
chr1	1000000	1500000	cell199	0.36979
chr1	1500000	2000000	cell0	0.28182
chr1	1500000	2000000	cell1	0.37278
chr1	1500000	2000000	cell2	0.40523
chr1	1500000	2000000	cell3	0.35928
chr1	1500000	2000000	cell4	0.36047
chr1	1500000	2000000	cell5	0.45082
chr1	1500000	2000000	cell6	0.45763
chr1	1500000	2000000	cell7	0.3
chr1	1500000	2000000	cell8	0.37671
chr1	1500000	2000000	cell9	0.30952
chr1	1500000	2000000	cell10	0.2971
chr1	1500000	2000000	cell11	0.47525
chr1	1500000	2000000	cell12	0.35294
chr1	1500000	2000000	cell13	0.46237
chr1	1500000	2000000	cell14	0.33775
chr1	1500000	2000000	cell15	0.49669
chr1	1500000	2000000	cell16	0.38095
chr1	1500000	2000000	cell17	0.37681
chr1	1500000	2000000	cell18	0.36601
chr1	1500000	2000000	cell19	0.32192
chr1	1500000	2000000	cell20	0.48837
chr1	1500000	2000000	cell21	0.24742
chr1	1500000	2000000	cell22	0.33548
chr1	1500000	2000000	cell23	0.44586
chr1	1500000	2000000	cell24	0.48214
chr1	1500000	2000000	cell25	0.432
chr1	1500000	2000000	cell26	0.41353
chr1	1500000	2000000	cell27	0.26471
chr1	1500000	2000000	cell28	0.38824
chr1	1500000	2000000	cell29	0.3209
chr1	1500000	2000000	cell30	0.45714
chr1	1500000	2000000	cell31	0.41228
chr1	1500000	2000000	cell32	0.27542
chr1	1500000	2000000	cell33	0.4698
chr1	1500000	2000000	cell34	0.35393
chr1	1500000	2000000	cell35	0.29412
chr1	1500000	2000000	cell36	0.36424
chr1	1500000	2000000	cell37	0.48462
chr1	1500000	2000000	cell38	0.35616
chr1	1500000	2000000	cell39	0.29323
chr1	1500000	2000000	cell40	0.30894
chr1	1500000	2000000	cell41	0.3128
chr1	1500000	2000000	cell42	0.45455
chr1	1500000	2000000	cell43	0.40769
chr1	1500000	2000000	cell44	0.47059
chr1	1500000	2000000	cell45	0.31111
chr1	1500000	2000000	cell46	0.48921
chr1	1500000	2000000	cell47	0.49495
chr1	1500000	2000000	cell48	0.35359
chr1	1500000	2000000	cell49	0.39604
chr1	1500000	2000000	cell50	0.4
chr1	1500000	2000000	cell51	0.31858
chr1	1500000	2000000	cell52	0.34146
chr1	1500000	2000000	cell53	0.46099
chr1	1500000	2000000	cell54	0.38824
chr1	1500000	2000000	cell55	0.41176
chr1	1500000	2000000	cell56	0.45192
chr1	1500000	2000000	cell57	0.45
chr1	1500000	2000000	cell58	0.3617
chr1	1500000	2000000	cell59	0.325
chr1	1500000	2000000	cell60	0.31646
chr1	1500000	2000000	cell61	0.35238
chr1	1500000	2000000	cell62	0.43478
chr1	1500000	2000000	cell63	0.36066
chr1	1500000	2000000	cell64	0.30935
chr1	1500000	2000000	cell65	0.2971
chr1	1500000	2000000	cell66	0.46875
chr1	1500000	2000000	cell67	0.41935
chr1	1500000	2000000	cell68	0.27273
chr1	1500000	2000000	cell69	0.26891
chr1	1500000	2000000	cell70	0.40385
chr1	1500000	2000000	cell71	0.2716
chr1	1500000	2000000	cell72	0.34821
chr1	1500000	2000000	cell73	0.32164
chr1	1500000	2000000	cell74	0.25414
chr1	1500000	2000000	cell75	0.47872
chr1	1500000	2000000	cell76	0.32759
chr1	1500000	2000000	cell77	0.31892
chr1	1500000	2000000	cell78	0.45045
chr1	1500000	2000000	cell79	0.38281
chr1	1500000	2000000	cell80	0.42105
chr1	1500000	2000000	cell81	0.38095
chr1	1500000	2000000	cell82	0.47674
chr1	1500000	2000000	cell83	0.32168
chr1	1500000	2000000	cell84	0.29677
chr1	1500000	2000000	cell85	0.35533
chr1	1500000	2000000	cell86	0.25472
chr1	1500000	2000000	cell87	0.28455
chr1	1500000	2000000	cell88	0.45946
chr1	1500000	2000000	cell89	0.32773
chr1	1500000	2000000	cell90	0.41964
chr1	1500000	2000000	cell91	0.35075
chr1	1500000	2000000	cell92	0.31818
chr1	1500000	2000000	cell93	0.34868
chr1	1500000	2000000	cell94	0.4697
chr1	1500000	2000000	cell95	0.26961
chr1	1500000	2000000	cell96	0.3641
chr1	1500000	2000000	cell97	0.29299
chr1	1500000	2000000	cell98	0.31683
chr1	1500000	2000000	cell99	0.31915
chr1	1500000	2000000	cell100	0.31746
chr1	1500000	2000000	cell101	0.33333
chr1	1500000	2000000	cell102	0.4
chr1	1500000	2000000	cell103	0.33051
chr1	1500000	2000000	cell104	0.34158
